Reference	Value (lower bound)	Value	Value (upper bound)	Tolerance (lower bound)	Tolerance (upper bound)	rel. tol?	Footprint	Datasheets	Digi-Key Part Number	Manufacturer Part Number	Manufacturer	Voltage (V)	Tolerance	Temperature Coefficent	Price											
C	9.500000e-012	1.000000e-011	1.050000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C100JHFNFNE.pdf	1276-3193-1-ND	CL31C100JHFNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.25000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C102JDFNNWE.pdf	1276-3205-1-ND	CL31C102JDFNNWE	Samsung Electro-Mechanics America, Inc	nan	200V	±5%	-55°C ~ 125°C	0.25000	~									
C	2.090000e-010	2.200000e-010	2.310000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C221JHFNFNE.pdf	1276-3231-1-ND	CL31C221JHFNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.26000	~									
C	1.425000e-009	1.500000e-009	1.575000e-009	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C152JBCNNNC.pdf	1276-2813-1-ND	CL31C152JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.27000	~									
C	1.980000e-009	2.200000e-009	2.420000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B222KGFNNNE.pdf	1276-3118-1-ND	CL31B222KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.28000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103KGFNNNE.pdf	1276-3076-1-ND	CL31B103KGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±10%	-55°C ~ 125°C	0.28000	~									
C	2.970000e-006	3.300000e-006	3.630000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B335KOHNFNE.pdf	1276-3161-1-ND	CL31B335KOHNFNE	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.29000	~									
C	1.980000e-006	2.200000e-006	2.420000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B225KAH4PNE.pdf	1276-3133-1-ND	CL31B225KAH4PNE	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.30000	~									
C	2.565000e-010	2.700000e-010	2.835000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C271JIHNNNE.pdf	1276-3244-1-ND	CL31C271JIHNNNE	Samsung Electro-Mechanics America, Inc	nan	1000V (1kV)	±5%	-55°C ~ 125°C	0.30000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C331JGFNNNE.pdf	1276-3253-1-ND	CL31C331JGFNNNE	Samsung Electro-Mechanics America, Inc	nan	500V	±5%	-55°C ~ 125°C	0.33000	~									
C	2.970000e-008	3.300000e-008	3.630000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B333KHHNFNE.pdf	1276-3158-1-ND	CL31B333KHHNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±10%	-55°C ~ 125°C	0.34000	~									
C	1.350000e-006	1.500000e-006	1.650000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B155KOFNNNE.pdf	1276-3115-1-ND	CL31B155KOFNNNE	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.35000	~									
C	7.790000e-010	8.200000e-010	8.610000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C821JBCNNNC.pdf	1276-2852-1-ND	CL31C821JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.36000	~									
C	2.090000e-011	2.200000e-011	2.310000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C220JIFNFNE.pdf	1276-3227-1-ND	CL31C220JIFNFNE	Samsung Electro-Mechanics America, Inc	nan	1000V (1kV)	±5%	-55°C ~ 125°C	0.40000	~									
C	4.230000e-008	4.700000e-008	5.170000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B473KDFNNNE.pdf	1276-3171-1-ND	CL31B473KDFNNNE	Samsung Electro-Mechanics America, Inc	nan	200V	±10%	-55°C ~ 125°C	0.42000	~									
C	4.465000e-011	4.700000e-011	4.935000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C470JJHNNNE.pdf	1276-3272-1-ND	CL31C470JJHNNNE	Samsung Electro-Mechanics America, Inc	nan	2000V (2kV)	±5%	-55°C ~ 125°C	0.48000	~									
C	9.800000e-009	1.000000e-008	1.020000e-008	-2.000000e-002	2.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C103GAFNNWE.pdf	1276-3211-1-ND	CL31C103GAFNNWE	Samsung Electro-Mechanics America, Inc	nan	25V	±2%	-55°C ~ 125°C	0.50000	~									
C	1.980000e-005	2.200000e-005	2.420000e-005	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B226KPHNFNE.pdf	1276-3145-1-ND	CL31B226KPHNFNE	Samsung Electro-Mechanics America, Inc	nan	10V	±10%	-55°C ~ 125°C	0.50000	~									
C	9.500000e-012	1.000000e-011	1.050000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C100JIFNNNE.pdf	1276-3195-1-ND	CL31C100JIFNNNE	Samsung Electro-Mechanics America, Inc	nan	1000V (1kV)	±5%	-55°C ~ 125°C	1.01000	~									
C	7.380000e-009	8.200000e-009	9.020000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B822KBCNFNC.pdf	1276-2794-1-ND	CL31B822KBCNFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-009	1.000000e-008	1.100000e-008	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103KBCNFNC.pdf	1276-2737-1-ND	CL31B103KBCNFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-008	1.000000e-007	1.050000e-007	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B104JBCNNNC.pdf	1276-1165-1-ND	CL31B104JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-009	1.000000e-008	1.050000e-008	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103JBCNNNC.pdf	1276-2735-1-ND	CL31B103JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.10000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B104KACNNNC.pdf	1276-2742-1-ND	CL31B104KACNNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.10000	~									
C	8.000000e-008	1.000000e-007	1.200000e-007	-2.000000e-001	2.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B104MBCNNNC.pdf	1276-2746-1-ND	CL31B104MBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±20%	-55°C ~ 125°C	0.10000	~									
C	9.500000e-011	1.000000e-010	1.050000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C101JCCNFNC.pdf	1276-2799-1-ND	CL31C101JCCNFNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.12000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C471KCCNNNC.pdf	1276-2842-1-ND	CL31C471KCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.12000	~									
C	8.000000e-009	1.000000e-008	1.200000e-008	-2.000000e-001	2.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B103MBCNNNC.pdf	1276-2740-1-ND	CL31B103MBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±20%	-55°C ~ 125°C	0.13000	~									
C	4.230000e-010	4.700000e-010	5.170000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B471KBCNNNC.pdf	1276-2778-1-ND	CL31B471KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.13000	~									
C	6.120000e-010	6.800000e-010	7.480000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B681KBCNNNC.pdf	1276-2792-1-ND	CL31B681KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.13000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B332KCCNNNC.pdf	1276-2773-1-ND	CL31B332KCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±10%	-55°C ~ 125°C	0.14000	~									
C	2.090000e-007	2.200000e-007	2.310000e-007	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B224JBFNNNE.pdf	1276-3128-1-ND	CL31B224JBFNNNE	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.13000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B104KBCSFNC.pdf	1276-2745-1-ND	CL31B104KBCSFNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.14000	~									
C	1.980000e-007	2.200000e-007	2.420000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B224KBFNNWE.pdf	1276-3130-1-ND	CL31B224KBFNNWE	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.13000	~									
C	9.500000e-010	1.000000e-009	1.050000e-009	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C102JCCNNNC.pdf	1276-2805-1-ND	CL31C102JCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.14000	~									
C	9.500000e-012	1.000000e-011	1.050000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C100JBCNNNC.pdf	1276-1843-1-ND	CL31C100JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.14000	~									
C	1.425000e-008	1.500000e-008	1.575000e-008	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B153JBCNNNC.pdf	1276-2754-1-ND	CL31B153JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.14000	~									
C	1.980000e-010	2.200000e-010	2.420000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B221KBCNNNC.pdf	1276-2759-1-ND	CL31B221KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.14000	~									
C	2.970000e-010	3.300000e-010	3.630000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B331KBCNNNC.pdf	1276-2771-1-ND	CL31B331KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.14000	~									
C	2.970000e-009	3.300000e-009	3.630000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B332KBCNNNC.pdf	1276-2772-1-ND	CL31B332KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.14000	~									
C	9.500000e-011	1.000000e-010	1.050000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C101JCCNNNC.pdf	1276-2800-1-ND	CL31C101JCCNNNC	Samsung Electro-Mechanics America, Inc	nan	100V	±5%	-55°C ~ 125°C	0.14000	~									
C	1.900000e-011	2.000000e-011	2.100000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C200JBCNNNC.pdf	1276-2819-1-ND	CL31C200JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.15000	~									
C	3.050000e-012	3.300000e-012	3.550000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C3R3CBCNNNC.pdf	1276-2835-1-ND	CL31C3R3CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.15000	~									
C	1.950000e-012	2.200000e-012	2.450000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C2R2CBCNNNC.pdf	1276-2828-1-ND	CL31C2R2CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.15000	~									
C	2.090000e-008	2.200000e-008	2.310000e-008	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B223JBCNNNC.pdf	1276-2762-1-ND	CL31B223JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.15000	~									
C	4.230000e-011	4.700000e-011	5.170000e-011	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C470KBCNNNC.pdf	1276-2839-1-ND	CL31C470KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.16000	~									
C	4.465000e-011	4.700000e-011	4.935000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C470JBCNNNC.pdf	1276-2836-1-ND	CL31C470JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.16000	~									
C	1.350000e-009	1.500000e-009	1.650000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B152KBCNNNC.pdf	1276-2753-1-ND	CL31B152KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.16000	~									
C	2.565000e-011	2.700000e-011	2.835000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C270JBCNNNC.pdf	1276-2826-1-ND	CL31C270JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.16000	~									
C	3.135000e-009	3.300000e-009	3.465000e-009	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C332JHHNFNE.pdf	1276-3259-1-ND	CL31C332JHHNFNE	Samsung Electro-Mechanics America, Inc	nan	630V	±5%	-55°C ~ 125°C	0.14000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B104KBC5PNC.pdf	1276-2743-1-ND	CL31B104KBC5PNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.16000	~									
C	7.500000e-013	1.000000e-012	1.250000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C010CBCNNNC.pdf	1276-2796-1-ND	CL31C010CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.16000	~									
C	9.000000e-011	1.000000e-010	1.100000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C101KBCNNNC.pdf	1276-2802-1-ND	CL31C101KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.17000	~									
C	1.980000e-007	2.200000e-007	2.420000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B224KACNNNC.pdf	1276-1839-1-ND	CL31B224KACNNNC	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.17000	~									
C	9.000000e-008	1.000000e-007	1.100000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B104KBP5PNE.pdf	1276-3080-1-ND	CL31B104KBP5PNE	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.16000	~									
C	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105KOFNNNE.pdf	1276-1783-1-ND	CL31B105KOFNNNE	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.16000	~									
C	8.000000e-007	1.000000e-006	1.200000e-006	-2.000000e-001	2.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105MOFNNNE.pdf	1276-3099-1-ND	CL31B105MOFNNNE	Samsung Electro-Mechanics America, Inc	nan	16V	±20%	-55°C ~ 125°C	0.16000	~									
C	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105KOFNNWE.pdf	1276-3097-1-ND	CL31B105KOFNNWE	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.16000	~									
C	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105KAPLNNE.pdf	1276-3089-1-ND	CL31B105KAPLNNE	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.16000	~									
C	1.140000e-011	1.200000e-011	1.260000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C120JBCNNNC.pdf	1276-2806-1-ND	CL31C120JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.18000	~									
C	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105KAHNFNE.pdf	1276-3086-1-ND	CL31B105KAHNFNE	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.16000	~									
C	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105KAHNNWE.pdf	1276-3087-1-ND	CL31B105KAHNNWE	Samsung Electro-Mechanics America, Inc	nan	25V	±10%	-55°C ~ 125°C	0.16000	~									
C	1.250000e-012	1.500000e-012	1.750000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C1R5CBCNNNC.pdf	1276-2817-1-ND	CL31C1R5CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.19000	~									
C	1.550000e-012	1.800000e-012	2.050000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C1R8CBCNNNC.pdf	1276-2818-1-ND	CL31C1R8CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.19000	~									
C	1.140000e-010	1.200000e-010	1.260000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C121JBCNNNC.pdf	1276-2807-1-ND	CL31C121JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.19000	~									
C	4.450000e-012	4.700000e-012	4.950000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C4R7CBCNNNC.pdf	1276-2843-1-ND	CL31C4R7CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.19000	~									
C	5.350000e-012	5.600000e-012	5.850000e-012	-2.500000e-013	2.500000e-013	0	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C5R6CBCNNNC.pdf	1276-2846-1-ND	CL31C5R6CBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±0.25pF	-55°C ~ 125°C	0.19000	~									
C	5.040000e-009	5.600000e-009	6.160000e-009	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B562KBCNNNC.pdf	1276-2791-1-ND	CL31B562KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.21000	~									
C	5.040000e-010	5.600000e-010	6.160000e-010	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B561KBCNNNC.pdf	1276-2790-1-ND	CL31B561KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.21000	~									
C	4.230000e-007	4.700000e-007	5.170000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B474KOCNNNC.pdf	1276-2787-1-ND	CL31B474KOCNNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.22000	~									
C	4.230000e-007	4.700000e-007	5.170000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B474KOCNNWC.pdf	1276-2788-1-ND	CL31B474KOCNNWC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.22000	~									
C	9.000000e-007	1.000000e-006	1.100000e-006	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B105KBHNFNE.pdf	1276-3091-1-ND	CL31B105KBHNFNE	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.21000	~									
C	4.465000e-011	4.700000e-011	4.935000e-011	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C470JIFNFNE.pdf	1276-3270-1-ND	CL31C470JIFNFNE	Samsung Electro-Mechanics America, Inc	nan	1000V (1kV)	±5%	-55°C ~ 125°C	0.21000	~									
C	2.970000e-007	3.300000e-007	3.630000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B334KOCNNNC.pdf	1276-2776-1-ND	CL31B334KOCNNNC	Samsung Electro-Mechanics America, Inc	nan	16V	±10%	-55°C ~ 125°C	0.23000	~									
C	4.230000e-007	4.700000e-007	5.170000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B474KBHNFNE.pdf	1276-3175-1-ND	CL31B474KBHNFNE	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.22000	~									
C	1.350000e-007	1.500000e-007	1.650000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B154KBCNNWC.pdf	1276-2758-1-ND	CL31B154KBCNNWC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.24000	~									
C	3.135000e-010	3.300000e-010	3.465000e-010	-5.000000e-002	5.000000e-002	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31C331JBCNNNC.pdf	1276-1846-1-ND	CL31C331JBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±5%	-55°C ~ 125°C	0.24000	~									
C	1.350000e-007	1.500000e-007	1.650000e-007	-1.000000e-001	1.000000e-001	2	1206 (3216 Metric)	http://www.samsungsem.com/servlet/FileDownload?type=spec&file=CL31B154KBCNNNC.pdf	1276-2757-1-ND	CL31B154KBCNNNC	Samsung Electro-Mechanics America, Inc	nan	50V	±10%	-55°C ~ 125°C	0.24000	~									
